name,symbol,seller_fee_basis_points,Monkey Name,Monkey ID,Monkey Parents,Monkey Gender,Monkey Date of Birth,Alpha Score,Color,Tattoo,Hairstyle,Eyes,Mouth,Nose,Ears,Arms,Legs,Outfit,Pattern Style,Accuracy,Max Accuracy,Passing,Max Passing,Defense,Max Defense,Control,Max Control,Precision Shot,Protective Holding,Hard Header,Flank Pass,Extreme Pressing,Pass Interception,Hard Tackle,Defensive Awareness,Last Stand Defense,Golden Gloves,Goalie Resistance,Goalie Long Ball,Monkey evolution history,Type,Created,collection: name/family,creators: address/share
Monkey #11351,ML,450,Oqap,11351,,Male,2022-01-24T20:29:31.9399,462,Crimson Red,Dragon Flames,Solid Color Backward Snapback Cap,Furious,Smile,Pig Nose,Spoon,Leaf Tip Max Muscle,Bare,Hoodie,Pillared Stripes,15,75,16,82,13,88,17,81,0.1,0.1,0.09,0.12,0.04,0.13,0.08,0.02,0.06,0.11,0.06,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11185,ML,450,Memi,11185,,Male,2022-01-24T20:29:31.8768,518,Hulky Green,None,Ninja Headband,Amazed,Game Face Grin,Waterfall,Elf,Wing Tip Skinny,Bare,Sleeveless Hoodie,Inverted Pulse,14,92,15,79,16,83,18,77,0.1,0.06,0.1,0.06,0.04,0.03,0.23,0.01,0.04,0.07,0.06,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11302,ML,450,Dimlan,11302,,Male,2022-01-24T20:29:31.9210,447,MonkeyBrick Red,Tiger Skin,Flame Top,Angry,Bubblegum,Pig Nose,Pigeon,Leaf Tip Max Muscle,Wing Tip,Silver MonkeyKing Chain,Diamond Stripes,16,76,12,89,18,79,16,83,0.11,0.1,0.04,0.07,0.14,0.07,0.09,0.03,0.08,0.12,0.2,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11400,ML,450,Itsuidee,11400,,Male,2022-01-24T20:29:31.9581,538,Jungle Green,Tribal,Greased Lightning,Amazed,Bubblegum,Silver Septum Ring on Waterfall Nose,Elf,Wing Tip Skinny,Bare,Plain Tee,Pillared Stripes,13,79,15,80,14,87,13,80,0.07,0.12,0.04,0.06,0.05,0.03,0.03,0.09,0.11,0.06,0.09,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11371,ML,450,Rosde,11371,,Male,2022-01-24T20:29:31.9473,398,MonkeyBrown,Tribal,Mountain Top,Vengeful,Laughing,Waterfall,Spoon,Flame Tip Max Muscle,Wing Tip,Plain Tee,Half n Half,12,85,17,79,16,76,16,90,0.04,0.05,0.08,0.05,0.06,0.22,0.07,0.11,0.08,0.04,0.13,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11171,ML,450,Sidmon,11171,,Male,2022-01-24T20:29:31.8715,577,Blurple,Tribal,Hipster Beanie,Shocked Glass Eyes,Smile,Waterfall,Single Ear Gold Hoop,Feather Tip Muscle,Wing Tip,Silver MonkeyKing Chain,Horizontal Stripes,14,76,17,81,10,82,17,81,0.11,0.1,0.01,0.15,0.14,0.11,0.21,0.06,0.12,0.08,0.12,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11098,ML,450,Bumua,11098,,Male,2022-01-24T20:29:31.8435,385,Charcoal Black,None,Flame Top,Thin Bridge MonkeyFocals,Toothpick Grin,Stubby,Pointed,Leaf Tip Max Muscle,Bare,Hoodie,Sun Ray,16,81,18,81,18,82,17,81,0.05,0.12,0.08,0.05,0.08,0.07,0.09,0.07,0.11,0.11,0.1,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11222,ML,450,Bersol,11222,,Male,2022-01-24T20:29:31.8907,406,Cherry Red,Tribal,Crown Top,Mindful,Smirk,Waterfall,Pigeon,Bare Muscle Arm,Flame Tip,Silver MonkeyTough Chain,Lightning Bolt ,20,84,19,86,14,91,15,84,0.04,0.08,0.1,0.12,0.09,0.15,0.02,0.05,0.09,0.17,0.12,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11277,ML,450,Kalee,11277,,Male,2022-01-24T20:29:31.9114,402,Snowy White,Tiger Skin,Tidal Wave,Wicked Glass Eyes,Poker Face Grin,Stubby,Pigeon,Bare Muscle Arm,Flame Tip,Hoodie,Zig Zag,15,81,12,80,16,82,14,81,0.06,0.09,0.03,0.06,0.09,0.12,0.08,0.1,0.09,0.05,0.07,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11369,ML,450,Ricray,11369,,Male,2022-01-24T20:29:31.9466,392,Sandy Beach,None,Slicked Back Bun,Thin Bridge MonkeyFocals,Poker Face Grin,Stubby,Elf,Bare Muscle Arm,Bare,Hoodie,Inverted Pulse,21,79,13,82,15,79,17,92,0.09,0.05,0.05,0.09,0.05,0.09,0.13,0.06,0.04,0.06,0.12,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11155,ML,450,Ormin,11155,,Male,2022-01-24T20:29:31.8656,571,MonkeySky Blue,Lion King,Backward Snapback Cap,Sport MonkeyFocals,Laughing,Waterfall,Block,Bare Muscle Arm,Flame Tip,Plain Tee,Diamond Stripes,12,78,20,84,13,79,16,82,0.03,0.09,0.04,0.1,0.06,0.12,0.04,0.07,0.09,0.03,0.04,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11391,ML,450,Silino,11391,,Male,2022-01-24T20:29:31.9547,430,Titanic Blue,None,Solid Color Backward Snapback Cap,Thin Bridge MonkeyFocals,Smile,Waterfall,Pigeon,Leaf Tip Max Muscle,Flame Tip,Silver MonkeyKing Chain,Inverted Pulse,18,79,16,88,19,81,12,85,0.11,0.07,0.12,0.09,0.09,0.09,0.06,0.07,0.07,0.01,0.07,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11292,ML,450,Salran,11292,,Male,2022-01-24T20:29:31.9172,413,Christmas Green,Tiger Skin,Greased Lightning,Amazed,Smile,Pig Nose,Pigeon,Bare Muscle Arm,Wing Tip,Silver Aztec Chain,New Age Camouflage,18,94,12,80,14,79,12,80,0.04,0.1,0.1,0.07,0.05,0.06,0.09,0.06,0.07,0.11,0.15,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11163,ML,450,Gaaj,11163,,Male,2022-01-24T20:29:31.8685,417,MonkeyRed,Tribal,Solid Color Backward Snapback Cap,Amazed,Smile,Stubby,Pigeon,Leaf Tip Max Muscle,Flame Tip,Hoodie,Inverted Pulse,16,85,17,79,11,81,14,85,0.1,0.08,0.07,0.16,0.06,0.04,0.06,0.08,0.11,0.2,0.11,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11121,ML,450,Shiami,11121,,Male,2022-01-24T20:29:31.8523,432,Cocoa Banana,Tiger Skin,Crown Top,Sport MonkeyFocals,Toothpick Grin,Waterfall,Spoon,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie,Half n Half,19,79,11,88,14,80,18,81,0.09,0.06,0.11,0.04,0.08,0.11,0.07,0.01,0.09,0.08,0.1,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11175,ML,450,Oston,11175,,Male,2022-01-24T20:29:31.8730,477,Christmas Green,None,Greased Lightning,Wicked,Poker Face Grin,Pointed,Block,Flame Tip Max Muscle,Flame Tip,Plain Tee,Lightning Bolt ,17,78,19,81,17,81,17,84,0.04,0.06,0.18,0.12,0.12,0.1,0.08,0.14,0.08,0.04,0.07,0.17,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11120,ML,450,Qavon,11120,,Male,2022-01-24T20:29:31.8518,511,Ash Black,None,Slicked Back with Bandana,Focused,Poker Face Grin,Waterfall,Single Ear Gold Spikes,Wing Tip Skinny,Flame Tip,Sleeveless Hoodie,Plain Tee,15,80,19,79,15,82,11,80,0.07,0.06,0.07,0.08,0.07,0.06,0.08,0.09,0.15,0.13,0.13,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11188,ML,450,Niino,11188,,Male,2022-01-24T20:29:31.8779,453,Indigo Blue,None,Messy Spikes,Angry,Toothpick Grin,Stubby,Pigeon,Feather Tip Muscle,Bare,Silver MonkeyTough Chain,Horizontal Stripes,14,85,12,80,16,82,17,77,0.12,0.07,0.06,0.05,0.03,0.07,0.08,0.06,0.12,0.05,0.06,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11269,ML,450,Cegig,11269,,Male,2022-01-24T20:29:31.9085,502,Titanic Blue,Dragon Flames,Solid Color Backward Snapback Cap,Shocked Glass Eyes,Laughing,Pointed,Pigeon,Bare Muscle Arm,Leaf Tip,Sleeveless Hoodie,Inverted Pulse,15,79,15,84,16,78,11,80,0.03,0.02,0.02,0.07,0.08,0.13,0.05,0.09,0.05,0.12,0.1,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11141,ML,450,Hastein,11141,,Male,2022-01-24T20:29:31.8603,579,Cocoa Banana,Tribal,Greased Lightning,Wicked Glass Eyes,Poker Face Grin,Silver Septum Ring on Stubby Nose,Block,Bare Muscle Arm,Flame Tip,Sleeveless Hoodie & Headphones,Razor Spike,11,84,16,84,17,79,14,88,0.12,0.07,0.1,0.09,0.12,0.08,0.08,0.08,0.1,0.02,0.03,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11089,ML,450,Zalbeem,11089,,Male,2022-01-24T20:29:31.8402,513,Avatar Blue,None,Flame Top,Sport MonkeyFocals,Laughing,Waterfall,Elf,Feather Tip Muscle,Flame Tip,Sleeveless Hoodie,Plain Tee,16,85,12,83,14,76,20,89,0.11,0.16,0.09,0.09,0.09,0.18,0.04,0.04,0.1,0.11,0.05,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11258,ML,450,Maanes,11258,,Male,2022-01-24T20:29:31.9043,435,Avatar Blue,Ancient Script,Tidal Wave,Vengeful,Poker Face Grin,Stubby,Block,Bare Muscle Arm,Bare,Plain Tee,Inverted Pulse,16,87,12,80,12,80,14,79,0.07,0.08,0.07,0.16,0.08,0.07,0.07,0.25,0.02,0.07,0.1,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11244,ML,450,Gravon,11244,,Male,2022-01-24T20:29:31.8991,457,Titanic Blue,None,Mountain Top,Furious,Poker Face Grin,Pointed,Elf,Leaf Tip Max Muscle,Bare,Silver MonkeyKing Chain,Pillared Stripes,16,88,12,80,11,80,19,82,0.03,0.12,0.06,0.1,0.02,0.08,0.07,0.03,0.05,0.03,0.03,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11082,ML,450,Tomoqui,11082,,Male,2022-01-24T20:29:31.8373,455,Titanic Blue,None,Plain Colored Tip Snapback Cap,Sport MonkeyFocals,Smile,Waterfall,Pointed,Leaf Tip Max Muscle,Flame Tip,Sleeveless Hoodie & Headphones,Horizontal Stripes,14,77,11,80,15,81,18,84,0.05,0.07,0.06,0.07,0.12,0.1,0.04,0.08,0.04,0.04,0.08,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11333,ML,450,Takoj,11333,,Male,2022-01-24T20:29:31.9327,490,Ash Black,Tribal,Crown Top,Focused,Poker Face Grin,Pig Nose,Spoon,Wing Tip Skinny,Leaf Tip,Plain Tee,Pillared Stripes,15,84,12,89,14,76,15,81,0.03,0.06,0.04,0.09,0.07,0.04,0.05,0.1,0.1,0.08,0.12,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11167,ML,450,Qeesol,11167,,Male,2022-01-24T20:29:31.8700,403,Cocoa Banana,None,Slicked Back Bun,Sad,Smirk,Pointed,Elf,Feather Tip Muscle,Leaf Tip,Hoodie,Plain Tee,13,78,14,81,23,87,10,77,0.06,0.15,0.1,0.08,0.04,0.09,0.1,0.09,0.07,0.05,0.04,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11347,ML,450,Ralbu,11347,,Male,2022-01-24T20:29:31.9384,438,Titanic Blue,Lion King,Slicked Back,Mindful,Smirk,Pig Nose,Block,Wing Tip Skinny,Flame Tip,Plain Tee,Inverted Pulse,14,96,12,86,16,80,11,84,0.07,0.06,0.08,0.03,0.12,0.04,0.14,0.13,0.15,0.03,0.07,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11150,ML,450,Ralnu,11150,,Male,2022-01-24T20:29:31.8637,448,Forest Green,Tribal,Mountain Top,Amazed,Poker Face Grin,Stubby,Spoon,Wing Tip Skinny,Leaf Tip,Sleeveless Hoodie,Pillared Stripes,12,81,13,83,12,79,15,85,0.17,0.02,0.12,0.07,0.11,0.12,0.09,0.17,0.12,0.1,0.11,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11373,ML,450,Gerji,11373,,Male,2022-01-24T20:29:31.9481,413,Himalayan Green,None,Crown Top,Mindful,Smile,Stubby,Single Ear Gold Spikes,Bare Muscle Arm,Bare,Hoodie & Headphones,Pillared Stripes,12,93,16,82,14,82,13,82,0.09,0.08,0.06,0.09,0.07,0.12,0.1,0.08,0.09,0.17,0.04,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11183,ML,450,Aflak,11183,,Male,2022-01-24T20:29:31.8760,415,MonkeyBrick Red,Tribal,Messy Spikes,Mindful,Poker Face Grin,Pointed,Pointed,Bare Muscle Arm,Flame Tip,Sleeveless Hoodie,Razor Spike,15,79,17,83,14,82,14,80,0.06,0.12,0.17,0.02,0.12,0.07,0.07,0.16,0.1,0.11,0.07,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11225,ML,450,Zalee,11225,,Male,2022-01-24T20:29:31.8919,543,Hot Green,Tiger Skin,Slicked Back,Wicked,Game Face Grin,Waterfall,Elf,Wing Tip Skinny,Wing Tip,Silver MonkeyKing Chain,Zig Zag,13,82,14,81,13,81,17,81,0.08,0.15,0.17,0.11,0.06,0.07,0.08,0.09,0.13,0.16,0.13,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11125,ML,450,Gabeem,11125,,Male,2022-01-24T20:29:31.8542,556,Himalayan Green,Dragon Flames,Solid Color Backward Snapback Cap,Thin Bridge MonkeyFocals,Game Face Grin,Waterfall,Double Ear Gold Hoops,Bare Muscle Arm,Wing Tip,Hoodie & Headphones,Plain Tee,14,81,12,78,15,88,12,77,0.07,0.05,0.11,0.06,0.04,0.17,0.13,0.03,0.07,0.03,0.05,0.14,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11234,ML,450,Blaami,11234,,Male,2022-01-24T20:29:31.8953,472,Forest Green,None,Slicked Back with Bandana,Shocked Glass Eyes,Toothpick Grin,Pig Nose,Pointed,Flame Tip Max Muscle,Bare,Hoodie,New Age Stripes,23,79,16,79,20,86,12,87,0.03,0.11,0.09,0.1,0.1,0.07,0.02,0.12,0.06,0.22,0.06,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11275,ML,450,Suson,11275,,Male,2022-01-24T20:29:31.9107,393,Indigo Blue,Lion King,Crown Top,Mindful,Smile,Stubby,Pigeon,Flame Tip Max Muscle,Flame Tip,Hoodie & Headphones,Horizontal Stripes,11,77,14,82,17,84,15,88,0.04,0.1,0.11,0.07,0.11,0.15,0.03,0.1,0.08,0.1,0.16,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11105,ML,450,Ranerri,11105,,Male,2022-01-24T20:29:31.8461,484,Titanic Blue,Tribal,Flame Top,Vengeful,Poker Face Grin,Silver Nostril Ring on Pig Nose,Pointed,Feather Tip Muscle,Wing Tip,Hoodie,Thrasher,14,80,15,78,14,92,17,83,0.12,0.08,0.07,0.2,0.12,0.06,0.04,0.08,0.14,0.01,0.13,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11077,ML,450,Vugig,11077,,Male,2022-01-24T20:29:31.8354,419,Hulky Green,Tiger Skin,Messy Spikes,Amazed,Laughing,Pointed,Pointed,Leaf Tip Max Muscle,Wing Tip,Plain Tee,Plain Tee,11,78,14,88,18,80,12,80,0.07,0.07,0.07,0.06,0.01,0.1,0.02,0.07,0.05,0.14,0.07,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11205,ML,450,Bizlan,11205,,Male,2022-01-24T20:29:31.8843,492,Hulky Green,Tribal,Flat Brim Snapback Cap,Sad,Game Face Grin,Waterfall,Pigeon,Leaf Tip Max Muscle,Wing Tip,Plain Tee,Horizontal Stripes,12,79,13,83,17,82,13,92,0.06,0.03,0.04,0.04,0.03,0.05,0.1,0.19,0.09,0.09,0.24,0.01,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11297,ML,450,Roty,11297,,Male,2022-01-24T20:29:31.9191,400,MonkeyRed,Tribal,Crown Top,Furious,Poker Face Grin,Waterfall,Pigeon,Wing Tip Skinny,Bare,Hoodie,Half n Half,12,82,12,86,13,80,17,87,0.06,0.1,0.08,0.12,0.09,0.07,0.15,0.09,0.11,0.09,0.03,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11336,ML,450,Ozsol,11336,,Male,2022-01-24T20:29:31.9338,474,Indigo Blue,None,Slicked Back with Bandana,Vengeful,Smirk,Pointed,Single Ear Gold Spikes,Wing Tip Skinny,Flame Tip,Sleeveless Hoodie,Diamond Stripes,16,85,14,83,13,84,16,82,0.04,0.11,0.07,0.04,0.11,0.06,0.03,0.04,0.12,0.06,0.16,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11161,ML,450,Moaitsu,11161,,Male,2022-01-24T20:29:31.8678,639,Crimson Red,Tiger Skin,Ninja Headband,Wicked,Lolly Pop,Pig Nose,Single Ear Gold Spikes,Flame Tip Max Muscle,Leaf Tip,Silver MonkeyTough Chain,Diamond Stripes,12,87,17,81,18,80,11,82,0.15,0.1,0.05,0.07,0.02,0.15,0.04,0.09,0.06,0.05,0.12,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11179,ML,450,Rosac,11179,,Male,2022-01-24T20:29:31.8745,487,Charcoal Black,None,Slicked Back,Shocked Glass Eyes,Game Face Grin,Pig Nose,Single Ear Gold Hoop,Wing Tip Skinny,Wing Tip,Silver Aztec Chain,Inverted Pulse,15,82,12,86,18,84,12,80,0.07,0.06,0.06,0.04,0.04,0.08,0.05,0.03,0.1,0.11,0.11,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11388,ML,450,Shikin,11388,,Male,2022-01-24T20:29:31.9536,525,Christmas Green,Tribal,Hipster Beanie,Amazed,Yelling Grin,Pig Nose,Single Ear Gold Hoop,Leaf Tip Max Muscle,Wing Tip,Hoodie,Horizontal Stripes,15,80,17,85,17,86,15,79,0.04,0.08,0.04,0.25,0.05,0.12,0.06,0.12,0.06,0.04,0.08,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11070,ML,450,Awoqui,11070,,Male,2022-01-24T20:29:31.8326,396,Northern Blue,Lion King,Slicked Back with Bandana,Shocked Glass Eyes,Laughing,Waterfall,Pointed,Bare Muscle Arm,Bare,Hoodie,Plain Tee,19,85,12,80,13,81,17,82,0.09,0.08,0.11,0.09,0.07,0.04,0.09,0.21,0.1,0.17,0.1,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11224,ML,450,Cemi,11224,,Male,2022-01-24T20:29:31.8915,466,Indigo Blue,Tribal,Mountain Top,Vengeful,Smile,Pig Nose,Block,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie & Headphones,Thrasher,18,76,18,85,14,81,15,81,0.13,0.07,0.07,0.11,0.08,0.11,0.07,0.1,0.03,0.05,0.07,0.15,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11237,ML,450,Saami,11237,,Male,2022-01-24T20:29:31.8964,464,MonkeyBrick Red,Tribal,Slicked Back with Bandana,Amazed,Smile,Stubby,Elf,Flame Tip Max Muscle,Flame Tip,Hoodie,Pillared Stripes,15,96,14,83,15,78,17,86,0.11,0.03,0.03,0.19,0.18,0.05,0.23,0.13,0.08,0.11,0.18,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11319,ML,450,Oxmua,11319,,Male,2022-01-24T20:29:31.9274,519,Winter Green,None,Plain Colored Tip Snapback Cap,Thin Bridge MonkeyFocals,Bubblegum,Stubby,Spoon,Leaf Tip Max Muscle,Flame Tip,Plain Tee,New Age Stripes,13,78,11,84,16,82,17,84,0.02,0.04,0.19,0.03,0.13,0.09,0.09,0.13,0.24,0.04,0.01,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11177,ML,450,Oztia,11177,,Male,2022-01-24T20:29:31.8738,424,MonkeyRed,None,Slicked Back Bun,Sport MonkeyFocals,Toothpick Grin,Pointed,Pigeon,Bare Muscle Arm,Leaf Tip,Hoodie,New Age Stripes,13,79,16,81,13,84,13,81,0.09,0.04,0.11,0.1,0.04,0.03,0.04,0.12,0.04,0.08,0.1,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11331,ML,450,Boojah,11331,,Male,2022-01-24T20:29:31.9319,485,Cherry Red,None,Tidal Wave,Hulky Green Laser Mechanical Eyes,Poker Face Grin,Pig Nose,Pigeon,Leaf Tip Max Muscle,Leaf Tip,Silver MonkeyKing Chain,Sun Ray,13,80,11,81,19,77,12,84,0.1,0.12,0.09,0.08,0.04,0.06,0.05,0.06,0.11,0.05,0.11,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11372,ML,450,Ozran,11372,,Male,2022-01-24T20:29:31.9477,389,Charcoal Black,None,Flat Brim Snapback Cap,Amazed,Smirk,Waterfall,Pointed,Flame Tip Max Muscle,Leaf Tip,Sleeveless Hoodie,Razor Spike,21,77,17,84,14,80,10,83,0.09,0.05,0.13,0.08,0.09,0.11,0.04,0.02,0.06,0.02,0.04,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11173,ML,450,Carly,11173,,Male,2022-01-24T20:29:31.8723,465,Forest Green,Tiger Skin,Greased Lightning,Mindful,Laughing,Pointed,Pointed,Bare Muscle Arm,Wing Tip,Hoodie & Headphones,Thrasher,13,77,17,80,16,81,12,84,0.07,0.08,0.12,0.13,0.06,0.11,0.04,0.1,0.02,0.03,0.06,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
